"","X","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration","order_abbrev"
"2028",916,"GuamNblasL2","guam","nblas","L2","w","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2029",917,"GuamNblasL2","guam","nblas","L2","w","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2030",918,"GuamNblasL2","guam","nblas","L2","w","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2031",919,"GuamNblasL2","guam","nblas","L2","w","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2032",920,"GuamNblasL2","guam","nblas","L2","w","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2033",921,"GuamNblasL2","guam","nblas","L2","w","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2034",922,"GuamNblasL2","guam","nblas","L2","w","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2035",923,"GuamNblasL2","guam","nblas","L2","w","w","other",0,2018-01-12,2018-01-15,3,"other"
"2036",924,"GuamNblasL2","guam","nblas","L2","y","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2037",925,"GuamNblasL2","guam","nblas","L2","y","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2038",926,"GuamNblasL2","guam","nblas","L2","y","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2039",927,"GuamNblasL2","guam","nblas","L2","y","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2040",928,"GuamNblasL2","guam","nblas","L2","y","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2041",929,"GuamNblasL2","guam","nblas","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2042",930,"GuamNblasL2","guam","nblas","L2","y","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2043",931,"GuamNblasL2","guam","nblas","L2","y","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2044",932,"GuamNblasL2","guam","nblas","L2","y","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2045",933,"GuamNblasL2","guam","nblas","L2","y","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2046",934,"GuamNblasL2","guam","nblas","L2","y","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2047",935,"GuamNblasL2","guam","nblas","L2","y","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2048",936,"GuamNblasL2","guam","nblas","L2","y","y","other",0,2018-01-12,2018-01-15,3,"other"
"2049",937,"GuamNblasL2","guam","nblas","L2","w","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2050",938,"GuamNblasL2","guam","nblas","L2","w","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2051",939,"GuamNblasL2","guam","nblas","L2","w","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2052",943,"GuamNblasL2","guam","nblas","L2","w","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2053",944,"GuamNblasL2","guam","nblas","L2","w","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2054",945,"GuamNblasL2","guam","nblas","L2","w","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2055",946,"GuamNblasL2","guam","nblas","L2","w","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2056",947,"GuamNblasL2","guam","nblas","L2","w","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2057",948,"GuamNblasL2","guam","nblas","L2","w","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2058",949,"GuamNblasL2","guam","nblas","L2","w","r","other",0,2018-01-12,2018-01-15,3,"other"
"2059",950,"GuamNblasL2","guam","nblas","L2","y","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2060",951,"GuamNblasL2","guam","nblas","L2","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2061",952,"GuamNblasL2","guam","nblas","L2","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2062",953,"GuamNblasL2","guam","nblas","L2","y","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2063",954,"GuamNblasL2","guam","nblas","L2","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2064",955,"GuamNblasL2","guam","nblas","L2","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2065",956,"GuamNblasL2","guam","nblas","L2","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2066",957,"GuamNblasL2","guam","nblas","L2","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2067",958,"GuamNblasL2","guam","nblas","L2","y","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2068",959,"GuamNblasL2","guam","nblas","L2","y","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2069",960,"GuamNblasL2","guam","nblas","L2","y","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2070",961,"GuamNblasL2","guam","nblas","L2","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2071",962,"GuamNblasL2","guam","nblas","L2","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"2072",963,"GuamNblasL2","guam","nblas","L2","y","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2073",964,"GuamNblasL2","guam","nblas","L2","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2074",965,"GuamNblasL2","guam","nblas","L2","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2075",966,"GuamNblasL2","guam","nblas","L2","y","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2076",967,"GuamNblasL2","guam","nblas","L2","y","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2077",968,"GuamNblasL2","guam","nblas","L2","y","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2078",969,"GuamNblasL2","guam","nblas","L2","y","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2079",970,"GuamNblasL2","guam","nblas","L2","y","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2080",971,"GuamNblasL2","guam","nblas","L2","y","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2081",972,"GuamNblasL2","guam","nblas","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2082",973,"GuamNblasL2","guam","nblas","L2","y","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2083",974,"GuamNblasL2","guam","nblas","L2","y","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2084",975,"GuamNblasL2","guam","nblas","L2","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"2085",976,"GuamNblasL2","guam","nblas","L2","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2086",977,"GuamNblasL2","guam","nblas","L2","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2087",978,"GuamNblasL2","guam","nblas","L2","y","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2088",979,"GuamNblasL2","guam","nblas","L2","y","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2089",980,"GuamNblasL2","guam","nblas","L2","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2090",981,"GuamNblasL2","guam","nblas","L2","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2091",982,"GuamNblasL2","guam","nblas","L2","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2092",983,"GuamNblasL2","guam","nblas","L2","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2093",984,"GuamNblasL2","guam","nblas","L2","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2094",985,"GuamNblasL2","guam","nblas","L2","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2095",986,"GuamNblasL2","guam","nblas","L2","y","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2096",987,"GuamNblasL2","guam","nblas","L2","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2097",988,"GuamNblasL2","guam","nblas","L2","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"2098",989,"GuamNblasL2","guam","nblas","L2","b","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2099",990,"GuamNblasL2","guam","nblas","L2","b","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2100",993,"GuamNblasL2","guam","nblas","L2","b","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2101",995,"GuamNblasL2","guam","nblas","L2","b","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2102",996,"GuamNblasL2","guam","nblas","L2","b","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2103",997,"GuamNblasL2","guam","nblas","L2","b","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2104",998,"GuamNblasL2","guam","nblas","L2","b","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2105",999,"GuamNblasL2","guam","nblas","L2","b","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2106",1000,"GuamNblasL2","guam","nblas","L2","b","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2107",1001,"GuamNblasL2","guam","nblas","L2","b","w","other",0,2018-01-12,2018-01-15,3,"other"
"2108",1002,"GuamNblasL2","guam","nblas","L2","b","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2109",1003,"GuamNblasL2","guam","nblas","L2","b","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2110",1004,"GuamNblasL2","guam","nblas","L2","b","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2111",1006,"GuamNblasL2","guam","nblas","L2","b","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2112",1007,"GuamNblasL2","guam","nblas","L2","b","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2113",1008,"GuamNblasL2","guam","nblas","L2","b","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2114",1009,"GuamNblasL2","guam","nblas","L2","b","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2115",1010,"GuamNblasL2","guam","nblas","L2","b","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2116",1011,"GuamNblasL2","guam","nblas","L2","b","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2117",1012,"GuamNblasL2","guam","nblas","L2","b","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2118",1013,"GuamNblasL2","guam","nblas","L2","b","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2119",1014,"GuamNblasL2","guam","nblas","L2","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"2120",1015,"GuamNblasL2","guam","nblas","L2","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2121",1016,"GuamNblasL2","guam","nblas","L2","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2122",1017,"GuamNblasL2","guam","nblas","L2","b","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2123",1018,"GuamNblasL2","guam","nblas","L2","b","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2124",1019,"GuamNblasL2","guam","nblas","L2","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2125",1020,"GuamNblasL2","guam","nblas","L2","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2126",1021,"GuamNblasL2","guam","nblas","L2","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2127",1022,"GuamNblasL2","guam","nblas","L2","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2128",1023,"GuamNblasL2","guam","nblas","L2","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2129",1024,"GuamNblasL2","guam","nblas","L2","b","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2130",1026,"GuamNblasL2","guam","nblas","L2","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2131",1027,"GuamNblasL2","guam","nblas","L2","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"2132",1028,"GuamNblasL2","guam","nblas","L2","b","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2133",1029,"GuamNblasL2","guam","nblas","L2","b","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2134",1030,"GuamNblasL2","guam","nblas","L2","b","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2135",1031,"GuamNblasL2","guam","nblas","L2","b","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2136",1032,"GuamNblasL2","guam","nblas","L2","b","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2137",1033,"GuamNblasL2","guam","nblas","L2","b","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2138",1034,"GuamNblasL2","guam","nblas","L2","b","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2139",1035,"GuamNblasL2","guam","nblas","L2","b","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2140",1036,"GuamNblasL2","guam","nblas","L2","b","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2141",1037,"GuamNblasL2","guam","nblas","L2","b","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2142",1038,"GuamNblasL2","guam","nblas","L2","b","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2143",1039,"GuamNblasL2","guam","nblas","L2","b","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2144",1040,"GuamNblasL2","guam","nblas","L2","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"2145",1042,"GuamNblasL3","guam","nblas","L3","r","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2146",1043,"GuamNblasL3","guam","nblas","L3","r","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2147",1046,"GuamNblasL3","guam","nblas","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2148",1047,"GuamNblasL3","guam","nblas","L3","r","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2149",1048,"GuamNblasL3","guam","nblas","L3","r","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2150",1049,"GuamNblasL3","guam","nblas","L3","r","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2151",1050,"GuamNblasL3","guam","nblas","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2152",1052,"GuamNblasL3","guam","nblas","L3","r","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2153",1053,"GuamNblasL3","guam","nblas","L3","r","r","other",0,2018-01-12,2018-01-15,3,"other"
"2154",1054,"GuamNblasL3","guam","nblas","L3","r","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2155",1055,"GuamNblasL3","guam","nblas","L3","r","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2156",1056,"GuamNblasL3","guam","nblas","L3","r","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2157",1058,"GuamNblasL3","guam","nblas","L3","r","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2158",1059,"GuamNblasL3","guam","nblas","L3","r","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2159",1060,"GuamNblasL3","guam","nblas","L3","r","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2160",1061,"GuamNblasL3","guam","nblas","L3","r","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2161",1062,"GuamNblasL3","guam","nblas","L3","r","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2162",1063,"GuamNblasL3","guam","nblas","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2163",1064,"GuamNblasL3","guam","nblas","L3","r","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2164",1065,"GuamNblasL3","guam","nblas","L3","r","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2165",1066,"GuamNblasL3","guam","nblas","L3","r","w","other",0,2018-01-12,2018-01-15,3,"other"
"2166",1067,"GuamNblasL3","guam","nblas","L3","r","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2167",1068,"GuamNblasL3","guam","nblas","L3","r","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2168",1071,"GuamNblasL3","guam","nblas","L3","r","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2169",1072,"GuamNblasL3","guam","nblas","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2170",1073,"GuamNblasL3","guam","nblas","L3","r","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2171",1074,"GuamNblasL3","guam","nblas","L3","r","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2172",1075,"GuamNblasL3","guam","nblas","L3","r","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2173",1076,"GuamNblasL3","guam","nblas","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2174",1077,"GuamNblasL3","guam","nblas","L3","r","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2175",1078,"GuamNblasL3","guam","nblas","L3","r","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2176",1079,"GuamNblasL3","guam","nblas","L3","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"2177",1080,"GuamNblasL3","guam","nblas","L3","r","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2178",1081,"GuamNblasL3","guam","nblas","L3","r","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2179",1082,"GuamNblasL3","guam","nblas","L3","r","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2180",1084,"GuamNblasL3","guam","nblas","L3","r","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2181",1085,"GuamNblasL3","guam","nblas","L3","r","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2182",1086,"GuamNblasL3","guam","nblas","L3","r","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2183",1087,"GuamNblasL3","guam","nblas","L3","r","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2184",1088,"GuamNblasL3","guam","nblas","L3","r","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2185",1089,"GuamNblasL3","guam","nblas","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2186",1091,"GuamNblasL3","guam","nblas","L3","r","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2187",1092,"GuamNblasL3","guam","nblas","L3","r","y","other",0,2018-01-12,2018-01-15,3,"other"
"2188",1093,"GuamNblasL3","guam","nblas","L3","w","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2189",1094,"GuamNblasL3","guam","nblas","L3","w","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2190",1095,"GuamNblasL3","guam","nblas","L3","w","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2191",1096,"GuamNblasL3","guam","nblas","L3","w","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2192",1097,"GuamNblasL3","guam","nblas","L3","w","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2193",1098,"GuamNblasL3","guam","nblas","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2194",1099,"GuamNblasL3","guam","nblas","L3","w","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2195",1100,"GuamNblasL3","guam","nblas","L3","w","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2196",1101,"GuamNblasL3","guam","nblas","L3","w","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2197",1102,"GuamNblasL3","guam","nblas","L3","w","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2198",1103,"GuamNblasL3","guam","nblas","L3","w","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2199",1104,"GuamNblasL3","guam","nblas","L3","w","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2200",1105,"GuamNblasL3","guam","nblas","L3","w","r","other",0,2018-01-12,2018-01-15,3,"other"
"2201",1106,"GuamNblasL3","guam","nblas","L3","w","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2202",1107,"GuamNblasL3","guam","nblas","L3","w","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2203",1108,"GuamNblasL3","guam","nblas","L3","w","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2204",1109,"GuamNblasL3","guam","nblas","L3","w","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2205",1110,"GuamNblasL3","guam","nblas","L3","w","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2206",1111,"GuamNblasL3","guam","nblas","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2207",1112,"GuamNblasL3","guam","nblas","L3","w","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2208",1113,"GuamNblasL3","guam","nblas","L3","w","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2209",1114,"GuamNblasL3","guam","nblas","L3","w","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2210",1115,"GuamNblasL3","guam","nblas","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2211",1116,"GuamNblasL3","guam","nblas","L3","w","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2212",1117,"GuamNblasL3","guam","nblas","L3","w","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2213",1118,"GuamNblasL3","guam","nblas","L3","w","w","other",0,2018-01-12,2018-01-15,3,"other"
"2214",1119,"GuamNblasL3","guam","nblas","L3","w","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2215",1120,"GuamNblasL3","guam","nblas","L3","w","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2216",1121,"GuamNblasL3","guam","nblas","L3","w","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2217",1123,"GuamNblasL3","guam","nblas","L3","w","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2218",1124,"GuamNblasL3","guam","nblas","L3","w","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2219",1126,"GuamNblasL3","guam","nblas","L3","w","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2220",1127,"GuamNblasL3","guam","nblas","L3","w","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2221",1128,"GuamNblasL3","guam","nblas","L3","w","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2222",1129,"GuamNblasL3","guam","nblas","L3","w","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2223",1130,"GuamNblasL3","guam","nblas","L3","w","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2224",1131,"GuamNblasL3","guam","nblas","L3","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"2225",1132,"GuamNblasL3","guam","nblas","L3","w","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2226",1133,"GuamNblasL3","guam","nblas","L3","w","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2227",1134,"GuamNblasL3","guam","nblas","L3","w","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2228",1135,"GuamNblasL3","guam","nblas","L3","w","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"2229",1136,"GuamNblasL3","guam","nblas","L3","w","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2230",1137,"GuamNblasL3","guam","nblas","L3","w","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2231",1138,"GuamNblasL3","guam","nblas","L3","w","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2232",1139,"GuamNblasL3","guam","nblas","L3","w","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2233",1140,"GuamNblasL3","guam","nblas","L3","w","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2234",1141,"GuamNblasL3","guam","nblas","L3","w","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2235",1142,"GuamNblasL3","guam","nblas","L3","w","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2236",1143,"GuamNblasL3","guam","nblas","L3","w","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2237",1144,"GuamNblasL3","guam","nblas","L3","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"2238",1145,"GuamNblasL3","guam","nblas","L3","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2239",1146,"GuamNblasL3","guam","nblas","L3","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2240",1147,"GuamNblasL3","guam","nblas","L3","y","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"2241",1149,"GuamNblasL3","guam","nblas","L3","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"2242",1150,"GuamNblasL3","guam","nblas","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"2243",1151,"GuamNblasL3","guam","nblas","L3","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"2244",1152,"GuamNblasL3","guam","nblas","L3","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"2245",1153,"GuamNblasL3","guam","nblas","L3","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"2246",1154,"GuamNblasL3","guam","nblas","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"2247",1155,"GuamNblasL3","guam","nblas","L3","y","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"2248",1156,"GuamNblasL3","guam","nblas","L3","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"2249",1157,"GuamNblasL3","guam","nblas","L3","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"2250",1158,"GuamNblasL3","guam","nblas","L3","y","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"2251",1159,"GuamNblasL3","guam","nblas","L3","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"2252",1160,"GuamNblasL3","guam","nblas","L3","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
